0,1,3,1,4,4,7,10,12
0,1,3,1,4,4,7,11,11
0,1,3,1,4,4,7,13,13
0,1,3,1,4,4,14,10,12
0,1,3,1,4,4,14,11,11
0,1,3,1,4,4,14,13,13
0,1,3,1,4,4,9,10,11
0,1,3,1,4,4,9,11,11
0,1,3,1,4,4,9,13,13
0,1,3,1,4,8,7,10,15
0,1,3,1,4,8,7,11,11
0,1,3,1,4,8,7,13,13
0,1,3,1,4,8,14,10,15
0,1,3,1,4,8,14,11,11
0,1,3,1,4,8,14,13,13
0,1,3,1,4,8,9,10,11
0,1,3,1,4,8,9,11,11
0,1,3,1,4,8,9,13,13
0,1,3,1,5,4,7,10,15
0,1,3,1,5,4,7,11,11
0,1,3,1,5,4,7,13,13
0,1,3,1,5,4,14,10,15
0,1,3,1,5,4,14,11,11
0,1,3,1,5,4,14,13,13
0,1,3,1,5,4,9,10,11
0,1,3,1,5,4,9,11,11
0,1,3,1,5,4,9,13,13
0,1,3,1,5,8,7,10,15
0,1,3,1,5,8,7,11,11
0,1,3,1,5,8,7,13,13
0,1,3,1,5,8,14,10,15
0,1,3,1,5,8,14,11,11
0,1,3,1,5,8,14,13,13
0,1,3,1,5,8,9,10,11
0,1,3,1,5,8,9,11,11
0,1,3,1,5,8,9,13,13
0,1,3,1,6,4,7,10,15
0,1,3,1,6,4,7,11,11
0,1,3,1,6,4,7,13,13
0,1,3,1,6,4,14,10,15
0,1,3,1,6,4,14,11,11
0,1,3,1,6,4,14,13,13
0,1,3,1,6,4,9,10,11
0,1,3,1,6,4,9,11,11
0,1,3,1,6,4,9,13,13
0,1,3,1,6,8,7,10,15
0,1,3,1,6,8,7,11,11
0,1,3,1,6,8,7,13,13
0,1,3,1,6,8,14,10,15
0,1,3,1,6,8,14,11,11
0,1,3,1,6,8,14,13,13
0,1,3,1,6,8,9,10,11
0,1,3,1,6,8,9,11,11
0,1,3,1,6,8,9,13,13
0,1,3,2,4,4,7,10,15
0,1,3,2,4,4,7,11,11
0,1,3,2,4,4,7,13,13
0,1,3,2,4,4,14,10,15
0,1,3,2,4,4,14,11,11
0,1,3,2,4,4,14,13,13
0,1,3,2,4,4,9,10,11
0,1,3,2,4,4,9,11,11
0,1,3,2,4,4,9,13,13
0,1,3,2,4,8,7,10,15
